Area,Mean,Median,Period Start Date,Period End Date,Property Type
Lewisham,2292.0,2200.0,2019/10/01,2020/09/30,Four or more Bedrooms
Lewisham,1322.0,1300.0,2019/10/01,2020/09/30,All categories
Lewisham,692.0,673.0,2020/10/01,2021/09/30,Room
Lewisham,896.0,898.0,2020/10/01,2021/09/30,Studio
Lewisham,1148.0,1100.0,2020/10/01,2021/09/30,One Bedroom
Lewisham,1390.0,1350.0,2020/10/01,2021/09/30,Two Bedrooms
Lewisham,1702.0,1650.0,2020/10/01,2021/09/30,Three Bedrooms
Lewisham,2325.0,2200.0,2020/10/01,2021/09/30,Four or more Bedrooms
Lewisham,1350.0,1300.0,2020/10/01,2021/09/30,All categories
Newham,614.0,600.0,2019/04/01,2020/03/31,Room
Newham,982.0,900.0,2019/04/01,2020/03/31,Studio
Newham,1189.0,1150.0,2019/04/01,2020/03/31,One Bedroom
Newham,1493.0,1425.0,2019/04/01,2020/03/31,Two Bedrooms
Newham,1708.0,1650.0,2019/04/01,2020/03/31,Three Bedrooms
Newham,2036.0,1950.0,2019/04/01,2020/03/31,Four or more Bedrooms
Newham,1453.0,1400.0,2019/04/01,2020/03/31,All categories
Newham,692.0,725.0,2020/04/01,2021/03/31,Room
Newham,1190.0,1200.0,2020/04/01,2021/03/31,Studio
Newham,1320.0,1350.0,2020/04/01,2021/03/31,One Bedroom
Newham,1596.0,1600.0,2020/04/01,2021/03/31,Two Bedrooms
Newham,1861.0,1800.0,2020/04/01,2021/03/31,Three Bedrooms
Newham,2000.0,1950.0,2020/04/01,2021/03/31,Four or more Bedrooms
Newham,1536.0,1500.0,2020/04/01,2021/03/31,All categories
Newham,653.0,690.0,2021/04/01,2022/03/31,Room
Newham,1143.0,1206.0,2021/04/01,2022/03/31,Studio
Newham,1307.0,1325.0,2021/04/01,2022/03/31,One Bedroom
Newham,1589.0,1590.0,2021/04/01,2022/03/31,Two Bedrooms
Newham,1824.0,1750.0,2021/04/01,2022/03/31,Three Bedrooms
Newham,2069.0,2000.0,2021/04/01,2022/03/31,Four or more Bedrooms
Newham,1514.0,1474.0,2021/04/01,2022/03/31,All categories
Newham,620.0,600.0,2018/10/01,2019/09/30,Room
Newham,991.0,1000.0,2018/10/01,2019/09/30,Studio
Newham,1179.0,1150.0,2018/10/01,2019/09/30,One Bedroom
Newham,1458.0,1400.0,2018/10/01,2019/09/30,Two Bedrooms
Newham,1702.0,1658.0,2018/10/01,2019/09/30,Three Bedrooms
Newham,2010.0,1946.0,2018/10/01,2019/09/30,Four or more Bedrooms
Newham,1424.0,1400.0,2018/10/01,2019/09/30,All categories
Newham,634.0,607.0,2019/10/01,2020/09/30,Room
Newham,1124.0,1161.0,2019/10/01,2020/09/30,Studio
Newham,1222.0,1200.0,2019/10/01,2020/09/30,One Bedroom
Newham,1513.0,1450.0,2019/10/01,2020/09/30,Two Bedrooms
Newham,1754.0,1700.0,2019/10/01,2020/09/30,Three Bedrooms
Newham,2077.0,2000.0,2019/10/01,2020/09/30,Four or more Bedrooms
Newham,1476.0,1430.0,2019/10/01,2020/09/30,All categories
Newham,665.0,675.0,2020/10/01,2021/09/30,Room
Newham,1143.0,1208.0,2020/10/01,2021/09/30,Studio
Newham,1295.0,1325.0,2020/10/01,2021/09/30,One Bedroom
Newham,1580.0,1583.0,2020/10/01,2021/09/30,Two Bedrooms
Newham,1813.0,1750.0,2020/10/01,2021/09/30,Three Bedrooms
Newham,2008.0,1920.0,2020/10/01,2021/09/30,Four or more Bedrooms
Newham,1510.0,1474.0,2020/10/01,2021/09/30,All categories
Southwark,699.0,700.0,2019/04/01,2020/03/31,Room
Southwark,1032.0,1000.0,2019/04/01,2020/03/31,Studio
Southwark,1424.0,1350.0,2019/04/01,2020/03/31,One Bedroom
Southwark,1753.0,1650.0,2019/04/01,2020/03/31,Two Bedrooms
Southwark,2171.0,2150.0,2019/04/01,2020/03/31,Three Bedrooms
Southwark,2664.0,2600.0,2019/04/01,2020/03/31,Four or more Bedrooms
Southwark,1718.0,1600.0,2019/04/01,2020/03/31,All categories
Southwark,724.0,725.0,2020/04/01,2021/03/31,Room
Southwark,1164.0,1030.0,2020/04/01,2021/03/31,Studio
Southwark,1399.0,1305.0,2020/04/01,2021/03/31,One Bedroom
Southwark,1741.0,1650.0,2020/04/01,2021/03/31,Two Bedrooms
Southwark,2160.0,2100.0,2020/04/01,2021/03/31,Three Bedrooms
Southwark,2897.0,2700.0,2020/04/01,2021/03/31,Four or more Bedrooms
Southwark,1725.0,1615.0,2020/04/01,2021/03/31,All categories
Southwark,722.0,748.0,2021/04/01,2022/03/31,Room
Southwark,1109.0,1063.0,2021/04/01,2022/03/31,Studio
Southwark,1379.0,1300.0,2021/04/01,2022/03/31,One Bedroom
Southwark,1744.0,1650.0,2021/04/01,2022/03/31,Two Bedrooms
Southwark,2183.0,2100.0,2021/04/01,2022/03/31,Three Bedrooms
Southwark,3249.0,3100.0,2021/04/01,2022/03/31,Four or more Bedrooms
Southwark,1761.0,1600.0,2021/04/01,2022/03/31,All categories
Southwark,686.0,700.0,2018/10/01,2019/09/30,Room
Southwark,1095.0,1013.0,2018/10/01,2019/09/30,Studio
Southwark,1395.0,1300.0,2018/10/01,2019/09/30,One Bedroom
Southwark,1705.0,1600.0,2018/10/01,2019/09/30,Two Bedrooms
Southwark,2046.0,2000.0,2018/10/01,2019/09/30,Three Bedrooms
Southwark,2833.0,2700.0,2018/10/01,2019/09/30,Four or more Bedrooms
Southwark,1654.0,1517.0,2018/10/01,2019/09/30,All categories
Southwark,699.0,700.0,2019/10/01,2020/09/30,Room
Southwark,1103.0,1100.0,2019/10/01,2020/09/30,Studio
Southwark,1405.0,1350.0,2019/10/01,2020/09/30,One Bedroom
Southwark,1753.0,1668.0,2019/10/01,2020/09/30,Two Bedrooms
Southwark,2195.0,2100.0,2019/10/01,2020/09/30,Three Bedrooms
Southwark,2718.0,2650.0,2019/10/01,2020/09/30,Four or more Bedrooms
Southwark,1720.0,1603.0,2019/10/01,2020/09/30,All categories
Southwark,718.0,725.0,2020/10/01,2021/09/30,Room
Southwark,1132.0,1050.0,2020/10/01,2021/09/30,Studio
Southwark,1370.0,1300.0,2020/10/01,2021/09/30,One Bedroom
Southwark,1729.0,1630.0,2020/10/01,2021/09/30,Two Bedrooms
Southwark,2163.0,2100.0,2020/10/01,2021/09/30,Three Bedrooms
Southwark,3043.0,2900.0,2020/10/01,2021/09/30,Four or more Bedrooms
Southwark,1732.0,1600.0,2020/10/01,2021/09/30,All categories
Tower Hamlets,722.0,713.0,2019/04/01,2020/03/31,Room
Tower Hamlets,1402.0,1364.0,2019/04/01,2020/03/31,Studio
Tower Hamlets,1558.0,1500.0,2019/04/01,2020/03/31,One Bedroom
Tower Hamlets,1982.0,1842.0,2019/04/01,2020/03/31,Two Bedrooms
Tower Hamlets,2463.0,2262.0,2019/04/01,2020/03/31,Three Bedrooms
Tower Hamlets,2909.0,2741.0,2019/04/01,2020/03/31,Four or more Bedrooms
Tower Hamlets,1835.0,1700.0,2019/04/01,2020/03/31,All categories
Tower Hamlets,705.0,685.0,2020/04/01,2021/03/31,Room
Tower Hamlets,1247.0,1250.0,2020/04/01,2021/03/31,Studio
Tower Hamlets,1434.0,1375.0,2020/04/01,2021/03/31,One Bedroom
Tower Hamlets,1777.0,1695.0,2020/04/01,2021/03/31,Two Bedrooms
Tower Hamlets,2203.0,2100.0,2020/04/01,2021/03/31,Three Bedrooms
Tower Hamlets,2984.0,2817.0,2020/04/01,2021/03/31,Four or more Bedrooms
Tower Hamlets,1718.0,1600.0,2020/04/01,2021/03/31,All categories
Tower Hamlets,668.0,650.0,2021/04/01,2022/03/31,Room
Tower Hamlets,1265.0,1200.0,2021/04/01,2022/03/31,Studio
Tower Hamlets,1418.0,1375.0,2021/04/01,2022/03/31,One Bedroom
Tower Hamlets,1731.0,1650.0,2021/04/01,2022/03/31,Two Bedrooms
Tower Hamlets,2178.0,2066.0,2021/04/01,2022/03/31,Three Bedrooms
Tower Hamlets,2742.0,2725.0,2021/04/01,2022/03/31,Four or more Bedrooms
Tower Hamlets,1663.0,1575.0,2021/04/01,2022/03/31,All categories
Tower Hamlets,729.0,697.0,2018/10/01,2019/09/30,Room
Tower Hamlets,1373.0,1343.0,2018/10/01,2019/09/30,Studio
Tower Hamlets,1511.0,1430.0,2018/10/01,2019/09/30,One Bedroom
Tower Hamlets,1905.0,1750.0,2018/10/01,2019/09/30,Two Bedrooms
Tower Hamlets,2349.0,2150.0,2018/10/01,2019/09/30,Three Bedrooms
Tower Hamlets,2776.0,2708.0,2018/10/01,2019/09/30,Four or more Bedrooms
Tower Hamlets,1803.0,1668.0,2018/10/01,2019/09/30,All categories
Tower Hamlets,709.0,705.0,2019/10/01,2020/09/30,Room
Tower Hamlets,1398.0,1350.0,2019/10/01,2020/09/30,Studio
Tower Hamlets,1547.0,1475.0,2019/10/01,2020/09/30,One Bedroom
Tower Hamlets,1933.0,1778.0,2019/10/01,2020/09/30,Two Bedrooms
Tower Hamlets,2365.0,2235.0,2019/10/01,2020/09/30,Three Bedrooms
Tower Hamlets,2845.0,2675.0,2019/10/01,2020/09/30,Four or more Bedrooms
Tower Hamlets,1810.0,1675.0,2019/10/01,2020/09/30,All categories
Tower Hamlets,658.0,650.0,2020/10/01,2021/09/30,Room
Tower Hamlets,1195.0,1170.0,2020/10/01,2021/09/30,Studio
Tower Hamlets,1391.0,1350.0,2020/10/01,2021/09/30,One Bedroom
Tower Hamlets,1717.0,1650.0,2020/10/01,2021/09/30,Two Bedrooms
Tower Hamlets,2110.0,2000.0,2020/10/01,2021/09/30,Three Bedrooms
Tower Hamlets,2825.0,2750.0,2020/10/01,2021/09/30,Four or more Bedrooms
Tower Hamlets,1649.0,1550.0,2020/10/01,2021/09/30,All categories
Wandsworth,553.0,500.0,2019/04/01,2020/03/31,Room
Wandsworth,1069.0,1050.0,2019/04/01,2020/03/31,Studio
Wandsworth,1420.0,1400.0,2019/04/01,2020/03/31,One Bedroom
Wandsworth,1798.0,1733.0,2019/04/01,2020/03/31,Two Bedrooms
Wandsworth,2321.0,2250.0,2019/04/01,2020/03/31,Three Bedrooms
Wandsworth,3300.0,3150.0,2019/04/01,2020/03/31,Four or more Bedrooms
Wandsworth,1958.0,1750.0,2019/04/01,2020/03/31,All categories
Wandsworth,553.0,500.0,2020/04/01,2021/03/31,Room
Wandsworth,1058.0,1019.0,2020/04/01,2021/03/31,Studio
Wandsworth,1430.0,1400.0,2020/04/01,2021/03/31,One Bedroom
Wandsworth,1812.0,1750.0,2020/04/01,2021/03/31,Two Bedrooms
Wandsworth,2314.0,2263.0,2020/04/01,2021/03/31,Three Bedrooms
Wandsworth,3111.0,3100.0,2020/04/01,2021/03/31,Four or more Bedrooms
Wandsworth,1922.0,1733.0,2020/04/01,2021/03/31,All categories
Wandsworth,529.0,500.0,2021/04/01,2022/03/31,Room
Wandsworth,1041.0,1000.0,2021/04/01,2022/03/31,Studio
Wandsworth,1441.0,1400.0,2021/04/01,2022/03/31,One Bedroom
Wandsworth,1859.0,1795.0,2021/04/01,2022/03/31,Two Bedrooms
Wandsworth,2346.0,2300.0,2021/04/01,2022/03/31,Three Bedrooms
Wandsworth,3331.0,3300.0,2021/04/01,2022/03/31,Four or more Bedrooms
Wandsworth,1957.0,1750.0,2021/04/01,2022/03/31,All categories
Wandsworth,632.0,650.0,2018/10/01,2019/09/30,Room
Wandsworth,1050.0,1024.0,2018/10/01,2019/09/30,Studio
Wandsworth,1409.0,1400.0,2018/10/01,2019/09/30,One Bedroom
Wandsworth,1782.0,1725.0,2018/10/01,2019/09/30,Two Bedrooms
Wandsworth,2275.0,2250.0,2018/10/01,2019/09/30,Three Bedrooms
Wandsworth,3263.0,3050.0,2018/10/01,2019/09/30,Four or more Bedrooms
Wandsworth,1883.0,1700.0,2018/10/01,2019/09/30,All categories
Wandsworth,553.0,500.0,2019/10/01,2020/09/30,Room
Wandsworth,1065.0,1050.0,2019/10/01,2020/09/30,Studio
Wandsworth,1418.0,1400.0,2019/10/01,2020/09/30,One Bedroom
Wandsworth,1792.0,1750.0,2019/10/01,2020/09/30,Two Bedrooms
Wandsworth,2297.0,2250.0,2019/10/01,2020/09/30,Three Bedrooms
Wandsworth,3157.0,3000.0,2019/10/01,2020/09/30,Four or more Bedrooms
Wandsworth,1948.0,1749.0,2019/10/01,2020/09/30,All categories
Wandsworth,500.0,500.0,2020/10/01,2021/09/30,Room
Wandsworth,1024.0,1000.0,2020/10/01,2021/09/30,Studio
Wandsworth,1385.0,1350.0,2020/10/01,2021/09/30,One Bedroom
Wandsworth,1789.0,1725.0,2020/10/01,2021/09/30,Two Bedrooms
Wandsworth,2270.0,2200.0,2020/10/01,2021/09/30,Three Bedrooms
Wandsworth,3185.0,3200.0,2020/10/01,2021/09/30,Four or more Bedrooms
Wandsworth,1902.0,1700.0,2020/10/01,2021/09/30,All categories
Westminster,907.0,888.0,2019/04/01,2020/03/31,Room
Westminster,1370.0,1213.0,2019/04/01,2020/03/31,Studio
Westminster,2176.0,2057.0,2019/04/01,2020/03/31,One Bedroom
Westminster,3053.0,2752.0,2019/04/01,2020/03/31,Two Bedrooms
Westminster,4757.0,3878.0,2019/04/01,2020/03/31,Three Bedrooms
Westminster,9386.0,7323.0,2019/04/01,2020/03/31,Four or more Bedrooms
Westminster,3046.0,2492.0,2019/04/01,2020/03/31,All categories
Westminster,849.0,844.0,2020/04/01,2021/03/31,Room
Westminster,1331.0,1213.0,2020/04/01,2021/03/31,Studio
Westminster,1982.0,1885.0,2020/04/01,2021/03/31,One Bedroom
Westminster,2731.0,2500.0,2020/04/01,2021/03/31,Two Bedrooms
Westminster,4117.0,3683.0,2020/04/01,2021/03/31,Three Bedrooms
Westminster,7307.0,5762.0,2020/04/01,2021/03/31,Four or more Bedrooms
Westminster,2605.0,2232.0,2020/04/01,2021/03/31,All categories
Westminster,774.0,750.0,2021/04/01,2022/03/31,Room
Westminster,1225.0,1213.0,2021/04/01,2022/03/31,Studio
Westminster,1862.0,1700.0,2021/04/01,2022/03/31,One Bedroom
Westminster,2543.0,2275.0,2021/04/01,2022/03/31,Two Bedrooms
Westminster,3797.0,3433.0,2021/04/01,2022/03/31,Three Bedrooms
Westminster,5654.0,4937.0,2021/04/01,2022/03/31,Four or more Bedrooms
Westminster,2359.0,2000.0,2021/04/01,2022/03/31,All categories
Westminster,866.0,843.0,2018/10/01,2019/09/30,Room
Westminster,1427.0,1387.0,2018/10/01,2019/09/30,Studio
Westminster,2096.0,1950.0,2018/10/01,2019/09/30,One Bedroom
Westminster,2963.0,2600.0,2018/10/01,2019/09/30,Two Bedrooms
Westminster,4826.0,3750.0,2018/10/01,2019/09/30,Three Bedrooms
Westminster,8398.0,6337.0,2018/10/01,2019/09/30,Four or more Bedrooms
Westminster,3018.0,2383.0,2018/10/01,2019/09/30,All categories
Westminster,907.0,888.0,2019/10/01,2020/09/30,Room
Westminster,1371.0,1213.0,2019/10/01,2020/09/30,Studio
Westminster,2113.0,1993.0,2019/10/01,2020/09/30,One Bedroom
Westminster,2920.0,2708.0,2019/10/01,2020/09/30,Two Bedrooms
Westminster,4152.0,3878.0,2019/10/01,2020/09/30,Three Bedrooms
Westminster,8505.0,7323.0,2019/10/01,2020/09/30,Four or more Bedrooms
Westminster,2822.0,2395.0,2019/10/01,2020/09/30,All categories
Westminster,796.0,758.0,2020/10/01,2021/09/30,Room
Westminster,1314.0,1213.0,2020/10/01,2021/09/30,Studio
Westminster,1968.0,1842.0,2020/10/01,2021/09/30,One Bedroom
Westminster,2666.0,2470.0,2020/10/01,2021/09/30,Two Bedrooms
Westminster,3999.0,3575.0,2020/10/01,2021/09/30,Three Bedrooms
Westminster,7618.0,6533.0,2020/10/01,2021/09/30,Four or more Bedrooms
Westminster,2528.0,2167.0,2020/10/01,2021/09/30,All categories
Barking and Dagenham,589.0,600.0,2019/04/01,2020/03/31,Room
Barking and Dagenham,753.0,740.0,2019/04/01,2020/03/31,Studio
Barking and Dagenham,977.0,1000.0,2019/04/01,2020/03/31,One Bedroom
Barking and Dagenham,1196.0,1200.0,2019/04/01,2020/03/31,Two Bedrooms
Barking and Dagenham,1428.0,1400.0,2019/04/01,2020/03/31,Three Bedrooms
Barking and Dagenham,1656.0,1650.0,2019/04/01,2020/03/31,Four or more Bedrooms
Barking and Dagenham,1208.0,1200.0,2019/04/01,2020/03/31,All categories
Barking and Dagenham,588.0,600.0,2020/04/01,2021/03/31,Room
Barking and Dagenham,760.0,750.0,2020/04/01,2021/03/31,Studio
Barking and Dagenham,987.0,1000.0,2020/04/01,2021/03/31,One Bedroom
Barking and Dagenham,1225.0,1200.0,2020/04/01,2021/03/31,Two Bedrooms
Barking and Dagenham,1419.0,1400.0,2020/04/01,2021/03/31,Three Bedrooms
Barking and Dagenham,1740.0,1700.0,2020/04/01,2021/03/31,Four or more Bedrooms
Barking and Dagenham,1226.0,1200.0,2020/04/01,2021/03/31,All categories
Barking and Dagenham,504.0,550.0,2021/04/01,2022/03/31,Room
Barking and Dagenham,744.0,730.0,2021/04/01,2022/03/31,Studio
Barking and Dagenham,1042.0,1050.0,2021/04/01,2022/03/31,One Bedroom
Barking and Dagenham,1286.0,1250.0,2021/04/01,2022/03/31,Two Bedrooms
Barking and Dagenham,1471.0,1450.0,2021/04/01,2022/03/31,Three Bedrooms
Barking and Dagenham,1747.0,1725.0,2021/04/01,2022/03/31,Four or more Bedrooms
Barking and Dagenham,1281.0,1275.0,2021/04/01,2022/03/31,All categories
Barking and Dagenham,593.0,600.0,2018/10/01,2019/09/30,Room
Barking and Dagenham,746.0,740.0,2018/10/01,2019/09/30,Studio
Barking and Dagenham,974.0,997.0,2018/10/01,2019/09/30,One Bedroom
Barking and Dagenham,1189.0,1200.0,2018/10/01,2019/09/30,Two Bedrooms
Barking and Dagenham,1418.0,1400.0,2018/10/01,2019/09/30,Three Bedrooms
Barking and Dagenham,1662.0,1650.0,2018/10/01,2019/09/30,Four or more Bedrooms
Barking and Dagenham,1194.0,1200.0,2018/10/01,2019/09/30,All categories
Barking and Dagenham,629.0,600.0,2019/10/01,2020/09/30,Room
Barking and Dagenham,729.0,730.0,2019/10/01,2020/09/30,Studio
Barking and Dagenham,981.0,1000.0,2019/10/01,2020/09/30,One Bedroom
Barking and Dagenham,1208.0,1200.0,2019/10/01,2020/09/30,Two Bedrooms
Barking and Dagenham,1441.0,1400.0,2019/10/01,2020/09/30,Three Bedrooms
Barking and Dagenham,1655.0,1675.0,2019/10/01,2020/09/30,Four or more Bedrooms
Barking and Dagenham,1206.0,1200.0,2019/10/01,2020/09/30,All categories
Barking and Dagenham,514.0,575.0,2020/10/01,2021/09/30,Room
Barking and Dagenham,765.0,750.0,2020/10/01,2021/09/30,Studio
Barking and Dagenham,990.0,1000.0,2020/10/01,2021/09/30,One Bedroom
Barking and Dagenham,1211.0,1200.0,2020/10/01,2021/09/30,Two Bedrooms
Barking and Dagenham,1425.0,1400.0,2020/10/01,2021/09/30,Three Bedrooms
Barking and Dagenham,1729.0,1700.0,2020/10/01,2021/09/30,Four or more Bedrooms
Barking and Dagenham,1227.0,1200.0,2020/10/01,2021/09/30,All categories
Barnet,619.0,620.0,2019/04/01,2020/03/31,Room
Barnet,896.0,900.0,2019/04/01,2020/03/31,Studio
Barnet,1172.0,1165.0,2019/04/01,2020/03/31,One Bedroom
Barnet,1421.0,1400.0,2019/04/01,2020/03/31,Two Bedrooms
Barnet,1809.0,1800.0,2019/04/01,2020/03/31,Three Bedrooms
Barnet,2551.0,2300.0,2019/04/01,2020/03/31,Four or more Bedrooms
Barnet,1499.0,1400.0,2019/04/01,2020/03/31,All categories
Barnet,619.0,620.0,2020/04/01,2021/03/31,Room
Barnet,957.0,950.0,2020/04/01,2021/03/31,Studio
Barnet,1164.0,1150.0,2020/04/01,2021/03/31,One Bedroom
Barnet,1406.0,1400.0,2020/04/01,2021/03/31,Two Bedrooms
Barnet,1774.0,1798.0,2020/04/01,2021/03/31,Three Bedrooms
Barnet,2384.0,2200.0,2020/04/01,2021/03/31,Four or more Bedrooms
Barnet,1436.0,1350.0,2020/04/01,2021/03/31,All categories
Barnet,626.0,620.0,2021/04/01,2022/03/31,Room
Barnet,912.0,900.0,2021/04/01,2022/03/31,Studio
Barnet,1178.0,1150.0,2021/04/01,2022/03/31,One Bedroom
Barnet,1413.0,1400.0,2021/04/01,2022/03/31,Two Bedrooms
Barnet,1827.0,1800.0,2021/04/01,2022/03/31,Three Bedrooms
Barnet,2573.0,2455.0,2021/04/01,2022/03/31,Four or more Bedrooms
Barnet,1461.0,1350.0,2021/04/01,2022/03/31,All categories
Barnet,600.0,600.0,2018/10/01,2019/09/30,Room
Barnet,910.0,900.0,2018/10/01,2019/09/30,Studio
Barnet,1164.0,1150.0,2018/10/01,2019/09/30,One Bedroom
Barnet,1423.0,1387.0,2018/10/01,2019/09/30,Two Bedrooms
Barnet,1877.0,1798.0,2018/10/01,2019/09/30,Three Bedrooms
Barnet,2859.0,2349.0,2018/10/01,2019/09/30,Four or more Bedrooms
Barnet,1523.0,1350.0,2018/10/01,2019/09/30,All categories
Barnet,619.0,620.0,2019/10/01,2020/09/30,Room
Barnet,906.0,900.0,2019/10/01,2020/09/30,Studio
Barnet,1164.0,1150.0,2019/10/01,2020/09/30,One Bedroom
Barnet,1410.0,1400.0,2019/10/01,2020/09/30,Two Bedrooms
Barnet,1801.0,1800.0,2019/10/01,2020/09/30,Three Bedrooms
Barnet,2594.0,2413.0,2019/10/01,2020/09/30,Four or more Bedrooms
Barnet,1485.0,1400.0,2019/10/01,2020/09/30,All categories
Barnet,632.0,650.0,2020/10/01,2021/09/30,Room
Barnet,932.0,908.0,2020/10/01,2021/09/30,Studio
Barnet,1154.0,1150.0,2020/10/01,2021/09/30,One Bedroom
Barnet,1406.0,1400.0,2020/10/01,2021/09/30,Two Bedrooms
Barnet,1815.0,1800.0,2020/10/01,2021/09/30,Three Bedrooms
Barnet,2454.0,2350.0,2020/10/01,2021/09/30,Four or more Bedrooms
Barnet,1448.0,1350.0,2020/10/01,2021/09/30,All categories
Bexley,498.0,450.0,2019/04/01,2020/03/31,Room
Bexley,683.0,700.0,2019/04/01,2020/03/31,Studio
Bexley,852.0,875.0,2019/04/01,2020/03/31,One Bedroom
Bexley,1097.0,1100.0,2019/04/01,2020/03/31,Two Bedrooms
Bexley,1297.0,1300.0,2019/04/01,2020/03/31,Three Bedrooms
Bexley,1737.0,1700.0,2019/04/01,2020/03/31,Four or more Bedrooms
Bexley,1092.0,1100.0,2019/04/01,2020/03/31,All categories
Bexley,562.0,450.0,2020/04/01,2021/03/31,Room
Bexley,711.0,713.0,2020/04/01,2021/03/31,Studio
Bexley,873.0,875.0,2020/04/01,2021/03/31,One Bedroom
Bexley,1159.0,1150.0,2020/04/01,2021/03/31,Two Bedrooms
Bexley,1375.0,1375.0,2020/04/01,2021/03/31,Three Bedrooms
Bexley,1951.0,1795.0,2020/04/01,2021/03/31,Four or more Bedrooms
Bexley,1192.0,1150.0,2020/04/01,2021/03/31,All categories
Bexley,819.0,866.0,2021/04/01,2022/03/31,Room
Bexley,804.0,800.0,2021/04/01,2022/03/31,Studio
Bexley,934.0,925.0,2021/04/01,2022/03/31,One Bedroom
Bexley,1182.0,1200.0,2021/04/01,2022/03/31,Two Bedrooms
Bexley,1398.0,1400.0,2021/04/01,2022/03/31,Three Bedrooms
Bexley,1744.0,1730.0,2021/04/01,2022/03/31,Four or more Bedrooms
Bexley,1198.0,1168.0,2021/04/01,2022/03/31,All categories
Bexley,454.0,438.0,2018/10/01,2019/09/30,Room
Bexley,672.0,700.0,2018/10/01,2019/09/30,Studio
Bexley,833.0,825.0,2018/10/01,2019/09/30,One Bedroom
Bexley,1089.0,1100.0,2018/10/01,2019/09/30,Two Bedrooms
Bexley,1285.0,1300.0,2018/10/01,2019/09/30,Three Bedrooms
Bexley,1560.0,1500.0,2018/10/01,2019/09/30,Four or more Bedrooms
Bexley,1106.0,1100.0,2018/10/01,2019/09/30,All categories
Bexley,512.0,450.0,2019/10/01,2020/09/30,Room
Bexley,688.0,700.0,2019/10/01,2020/09/30,Studio
Bexley,854.0,850.0,2019/10/01,2020/09/30,One Bedroom
