Area,Mean,Median,Period Start Date,Period End Date,Property Type
Hillingdon,828.0,800.0,2020/04/01,2021/03/31,Studio
Hillingdon,1061.0,1050.0,2020/04/01,2021/03/31,One Bedroom
Hillingdon,1301.0,1300.0,2020/04/01,2021/03/31,Two Bedrooms
Hillingdon,1504.0,1500.0,2020/04/01,2021/03/31,Three Bedrooms
Hillingdon,2113.0,2000.0,2020/04/01,2021/03/31,Four or more Bedrooms
Hillingdon,1279.0,1250.0,2020/04/01,2021/03/31,All categories
Hillingdon,605.0,600.0,2021/04/01,2022/03/31,Room
Hillingdon,805.0,750.0,2021/04/01,2022/03/31,Studio
Hillingdon,981.0,975.0,2021/04/01,2022/03/31,One Bedroom
Hillingdon,1246.0,1250.0,2021/04/01,2022/03/31,Two Bedrooms
Hillingdon,1451.0,1450.0,2021/04/01,2022/03/31,Three Bedrooms
Hillingdon,2060.0,1950.0,2021/04/01,2022/03/31,Four or more Bedrooms
Hillingdon,1208.0,1175.0,2021/04/01,2022/03/31,All categories
Hillingdon,624.0,600.0,2018/10/01,2019/09/30,Room
Hillingdon,747.0,700.0,2018/10/01,2019/09/30,Studio
Hillingdon,993.0,995.0,2018/10/01,2019/09/30,One Bedroom
Hillingdon,1264.0,1250.0,2018/10/01,2019/09/30,Two Bedrooms
Hillingdon,1466.0,1500.0,2018/10/01,2019/09/30,Three Bedrooms
Hillingdon,2172.0,2000.0,2018/10/01,2019/09/30,Four or more Bedrooms
Hillingdon,1270.0,1200.0,2018/10/01,2019/09/30,All categories
Hillingdon,565.0,585.0,2019/10/01,2020/09/30,Room
Hillingdon,759.0,750.0,2019/10/01,2020/09/30,Studio
Hillingdon,1058.0,1000.0,2019/10/01,2020/09/30,One Bedroom
Hillingdon,1277.0,1275.0,2019/10/01,2020/09/30,Two Bedrooms
Hillingdon,1435.0,1400.0,2019/10/01,2020/09/30,Three Bedrooms
Hillingdon,1946.0,1857.0,2019/10/01,2020/09/30,Four or more Bedrooms
Hillingdon,1244.0,1250.0,2019/10/01,2020/09/30,All categories
Hillingdon,585.0,550.0,2020/10/01,2021/09/30,Room
Hillingdon,840.0,795.0,2020/10/01,2021/09/30,Studio
Hillingdon,1022.0,1000.0,2020/10/01,2021/09/30,One Bedroom
Hillingdon,1271.0,1275.0,2020/10/01,2021/09/30,Two Bedrooms
Hillingdon,1452.0,1475.0,2020/10/01,2021/09/30,Three Bedrooms
Hillingdon,2181.0,2000.0,2020/10/01,2021/09/30,Four or more Bedrooms
Hillingdon,1260.0,1200.0,2020/10/01,2021/09/30,All categories
Hounslow,626.0,600.0,2019/04/01,2020/03/31,Room
Hounslow,791.0,753.0,2019/04/01,2020/03/31,Studio
Hounslow,1139.0,1095.0,2019/04/01,2020/03/31,One Bedroom
Hounslow,1347.0,1285.0,2019/04/01,2020/03/31,Two Bedrooms
Hounslow,1638.0,1550.0,2019/04/01,2020/03/31,Three Bedrooms
Hounslow,2346.0,1950.0,2019/04/01,2020/03/31,Four or more Bedrooms
Hounslow,1352.0,1275.0,2019/04/01,2020/03/31,All categories
Hounslow,572.0,550.0,2020/04/01,2021/03/31,Room
Hounslow,819.0,800.0,2020/04/01,2021/03/31,Studio
Hounslow,1102.0,1050.0,2020/04/01,2021/03/31,One Bedroom
Hounslow,1351.0,1300.0,2020/04/01,2021/03/31,Two Bedrooms
Hounslow,1673.0,1600.0,2020/04/01,2021/03/31,Three Bedrooms
Hounslow,2376.0,2000.0,2020/04/01,2021/03/31,Four or more Bedrooms
Hounslow,1392.0,1300.0,2020/04/01,2021/03/31,All categories
Hounslow,574.0,578.0,2021/04/01,2022/03/31,Room
Hounslow,852.0,850.0,2021/04/01,2022/03/31,Studio
Hounslow,1167.0,1150.0,2021/04/01,2022/03/31,One Bedroom
Hounslow,1442.0,1350.0,2021/04/01,2022/03/31,Two Bedrooms
Hounslow,1737.0,1650.0,2021/04/01,2022/03/31,Three Bedrooms
Hounslow,2845.0,2225.0,2021/04/01,2022/03/31,Four or more Bedrooms
Hounslow,1447.0,1350.0,2021/04/01,2022/03/31,All categories
Hounslow,586.0,600.0,2018/10/01,2019/09/30,Room
Hounslow,804.0,795.0,2018/10/01,2019/09/30,Studio
Hounslow,1148.0,1075.0,2018/10/01,2019/09/30,One Bedroom
Hounslow,1404.0,1313.0,2018/10/01,2019/09/30,Two Bedrooms
Hounslow,1682.0,1600.0,2018/10/01,2019/09/30,Three Bedrooms
Hounslow,2679.0,1995.0,2018/10/01,2019/09/30,Four or more Bedrooms
Hounslow,1432.0,1312.0,2018/10/01,2019/09/30,All categories
Hounslow,637.0,650.0,2019/10/01,2020/09/30,Room
Hounslow,807.0,775.0,2019/10/01,2020/09/30,Studio
Hounslow,1159.0,1100.0,2019/10/01,2020/09/30,One Bedroom
Hounslow,1387.0,1300.0,2019/10/01,2020/09/30,Two Bedrooms
Hounslow,1726.0,1650.0,2019/10/01,2020/09/30,Three Bedrooms
Hounslow,2583.0,2125.0,2019/10/01,2020/09/30,Four or more Bedrooms
Hounslow,1416.0,1300.0,2019/10/01,2020/09/30,All categories
Hounslow,596.0,600.0,2020/10/01,2021/09/30,Room
Hounslow,819.0,800.0,2020/10/01,2021/09/30,Studio
Hounslow,1107.0,1050.0,2020/10/01,2021/09/30,One Bedroom
Hounslow,1353.0,1300.0,2020/10/01,2021/09/30,Two Bedrooms
Hounslow,1668.0,1600.0,2020/10/01,2021/09/30,Three Bedrooms
Hounslow,2325.0,1900.0,2020/10/01,2021/09/30,Four or more Bedrooms
Hounslow,1378.0,1300.0,2020/10/01,2021/09/30,All categories
Kingston upon Thames,540.0,522.0,2019/04/01,2020/03/31,Room
Kingston upon Thames,858.0,850.0,2019/04/01,2020/03/31,Studio
Kingston upon Thames,1080.0,1050.0,2019/04/01,2020/03/31,One Bedroom
Kingston upon Thames,1373.0,1350.0,2019/04/01,2020/03/31,Two Bedrooms
Kingston upon Thames,1718.0,1650.0,2019/04/01,2020/03/31,Three Bedrooms
Kingston upon Thames,2454.0,2263.0,2019/04/01,2020/03/31,Four or more Bedrooms
Kingston upon Thames,1306.0,1250.0,2019/04/01,2020/03/31,All categories
Kingston upon Thames,577.0,550.0,2020/04/01,2021/03/31,Room
Kingston upon Thames,856.0,850.0,2020/04/01,2021/03/31,Studio
Kingston upon Thames,1087.0,1100.0,2020/04/01,2021/03/31,One Bedroom
Kingston upon Thames,1373.0,1350.0,2020/04/01,2021/03/31,Two Bedrooms
Kingston upon Thames,1742.0,1700.0,2020/04/01,2021/03/31,Three Bedrooms
Kingston upon Thames,2466.0,2250.0,2020/04/01,2021/03/31,Four or more Bedrooms
Kingston upon Thames,1400.0,1300.0,2020/04/01,2021/03/31,All categories
Kingston upon Thames,556.0,548.0,2021/04/01,2022/03/31,Room
Kingston upon Thames,881.0,875.0,2021/04/01,2022/03/31,Studio
Kingston upon Thames,1089.0,1098.0,2021/04/01,2022/03/31,One Bedroom
Kingston upon Thames,1406.0,1350.0,2021/04/01,2022/03/31,Two Bedrooms
Kingston upon Thames,1838.0,1800.0,2021/04/01,2022/03/31,Three Bedrooms
Kingston upon Thames,2728.0,2500.0,2021/04/01,2022/03/31,Four or more Bedrooms
Kingston upon Thames,1519.0,1350.0,2021/04/01,2022/03/31,All categories
Kingston upon Thames,554.0,508.0,2018/10/01,2019/09/30,Room
Kingston upon Thames,853.0,850.0,2018/10/01,2019/09/30,Studio
Kingston upon Thames,1082.0,1050.0,2018/10/01,2019/09/30,One Bedroom
Kingston upon Thames,1354.0,1300.0,2018/10/01,2019/09/30,Two Bedrooms
Kingston upon Thames,1665.0,1625.0,2018/10/01,2019/09/30,Three Bedrooms
Kingston upon Thames,2852.0,2500.0,2018/10/01,2019/09/30,Four or more Bedrooms
Kingston upon Thames,1390.0,1277.0,2018/10/01,2019/09/30,All categories
Kingston upon Thames,534.0,548.0,2019/10/01,2020/09/30,Room
Kingston upon Thames,853.0,870.0,2019/10/01,2020/09/30,Studio
Kingston upon Thames,1090.0,1078.0,2019/10/01,2020/09/30,One Bedroom
Kingston upon Thames,1359.0,1333.0,2019/10/01,2020/09/30,Two Bedrooms
Kingston upon Thames,1707.0,1700.0,2019/10/01,2020/09/30,Three Bedrooms
Kingston upon Thames,2412.0,2200.0,2019/10/01,2020/09/30,Four or more Bedrooms
Kingston upon Thames,1288.0,1250.0,2019/10/01,2020/09/30,All categories
Kingston upon Thames,577.0,550.0,2020/10/01,2021/09/30,Room
Kingston upon Thames,867.0,850.0,2020/10/01,2021/09/30,Studio
Kingston upon Thames,1085.0,1098.0,2020/10/01,2021/09/30,One Bedroom
Kingston upon Thames,1390.0,1350.0,2020/10/01,2021/09/30,Two Bedrooms
Kingston upon Thames,1761.0,1725.0,2020/10/01,2021/09/30,Three Bedrooms
Kingston upon Thames,2504.0,2200.0,2020/10/01,2021/09/30,Four or more Bedrooms
Kingston upon Thames,1437.0,1305.0,2020/10/01,2021/09/30,All categories
Merton,594.0,555.0,2019/04/01,2020/03/31,Room
Merton,1040.0,950.0,2019/04/01,2020/03/31,Studio
Merton,1231.0,1250.0,2019/04/01,2020/03/31,One Bedroom
Merton,1538.0,1500.0,2019/04/01,2020/03/31,Two Bedrooms
Merton,1968.0,1898.0,2019/04/01,2020/03/31,Three Bedrooms
Merton,2749.0,2650.0,2019/04/01,2020/03/31,Four or more Bedrooms
Merton,1640.0,1495.0,2019/04/01,2020/03/31,All categories
Merton,690.0,700.0,2020/04/01,2021/03/31,Room
Merton,991.0,900.0,2020/04/01,2021/03/31,Studio
Merton,1216.0,1213.0,2020/04/01,2021/03/31,One Bedroom
Merton,1472.0,1431.0,2020/04/01,2021/03/31,Two Bedrooms
Merton,1891.0,1800.0,2020/04/01,2021/03/31,Three Bedrooms
Merton,2833.0,2525.0,2020/04/01,2021/03/31,Four or more Bedrooms
Merton,1620.0,1450.0,2020/04/01,2021/03/31,All categories
Merton,648.0,650.0,2021/04/01,2022/03/31,Room
Merton,926.0,900.0,2021/04/01,2022/03/31,Studio
Merton,1220.0,1200.0,2021/04/01,2022/03/31,One Bedroom
Merton,1546.0,1475.0,2021/04/01,2022/03/31,Two Bedrooms
Merton,2014.0,1900.0,2021/04/01,2022/03/31,Three Bedrooms
Merton,3203.0,2750.0,2021/04/01,2022/03/31,Four or more Bedrooms
Merton,1686.0,1475.0,2021/04/01,2022/03/31,All categories
Merton,621.0,650.0,2018/10/01,2019/09/30,Room
Merton,904.0,900.0,2018/10/01,2019/09/30,Studio
Merton,1235.0,1250.0,2018/10/01,2019/09/30,One Bedroom
Merton,1476.0,1408.0,2018/10/01,2019/09/30,Two Bedrooms
Merton,1833.0,1750.0,2018/10/01,2019/09/30,Three Bedrooms
Merton,2593.0,2500.0,2018/10/01,2019/09/30,Four or more Bedrooms
Merton,1530.0,1400.0,2018/10/01,2019/09/30,All categories
Merton,659.0,675.0,2019/10/01,2020/09/30,Room
Merton,1102.0,980.0,2019/10/01,2020/09/30,Studio
Merton,1233.0,1250.0,2019/10/01,2020/09/30,One Bedroom
Merton,1532.0,1500.0,2019/10/01,2020/09/30,Two Bedrooms
Merton,1981.0,1900.0,2019/10/01,2020/09/30,Three Bedrooms
Merton,2733.0,2650.0,2019/10/01,2020/09/30,Four or more Bedrooms
Merton,1639.0,1495.0,2019/10/01,2020/09/30,All categories
Merton,680.0,650.0,2020/10/01,2021/09/30,Room
Merton,923.0,900.0,2020/10/01,2021/09/30,Studio
Merton,1223.0,1200.0,2020/10/01,2021/09/30,One Bedroom
Merton,1518.0,1450.0,2020/10/01,2021/09/30,Two Bedrooms
Merton,1961.0,1850.0,2020/10/01,2021/09/30,Three Bedrooms
Merton,2917.0,2650.0,2020/10/01,2021/09/30,Four or more Bedrooms
Merton,1639.0,1450.0,2020/10/01,2021/09/30,All categories
Redbridge,691.0,695.0,2019/04/01,2020/03/31,Room
Redbridge,780.0,795.0,2019/04/01,2020/03/31,Studio
Redbridge,1015.0,1000.0,2019/04/01,2020/03/31,One Bedroom
Redbridge,1281.0,1258.0,2019/04/01,2020/03/31,Two Bedrooms
Redbridge,1576.0,1598.0,2019/04/01,2020/03/31,Three Bedrooms
Redbridge,2133.0,2050.0,2019/04/01,2020/03/31,Four or more Bedrooms
Redbridge,1311.0,1250.0,2019/04/01,2020/03/31,All categories
Redbridge,745.0,698.0,2020/04/01,2021/03/31,Room
Redbridge,797.0,800.0,2020/04/01,2021/03/31,Studio
Redbridge,1047.0,1050.0,2020/04/01,2021/03/31,One Bedroom
Redbridge,1289.0,1275.0,2020/04/01,2021/03/31,Two Bedrooms
Redbridge,1592.0,1600.0,2020/04/01,2021/03/31,Three Bedrooms
Redbridge,2052.0,1950.0,2020/04/01,2021/03/31,Four or more Bedrooms
Redbridge,1310.0,1250.0,2020/04/01,2021/03/31,All categories
Redbridge,756.0,695.0,2021/04/01,2022/03/31,Room
Redbridge,817.0,825.0,2021/04/01,2022/03/31,Studio
Redbridge,1049.0,1050.0,2021/04/01,2022/03/31,One Bedroom
Redbridge,1303.0,1300.0,2021/04/01,2022/03/31,Two Bedrooms
Redbridge,1617.0,1600.0,2021/04/01,2022/03/31,Three Bedrooms
Redbridge,2120.0,2000.0,2021/04/01,2022/03/31,Four or more Bedrooms
Redbridge,1324.0,1250.0,2021/04/01,2022/03/31,All categories
Redbridge,664.0,650.0,2018/10/01,2019/09/30,Room
Redbridge,781.0,795.0,2018/10/01,2019/09/30,Studio
Redbridge,1007.0,1000.0,2018/10/01,2019/09/30,One Bedroom
Redbridge,1283.0,1265.0,2018/10/01,2019/09/30,Two Bedrooms
Redbridge,1568.0,1550.0,2018/10/01,2019/09/30,Three Bedrooms
Redbridge,2149.0,2032.0,2018/10/01,2019/09/30,Four or more Bedrooms
Redbridge,1318.0,1250.0,2018/10/01,2019/09/30,All categories
Redbridge,717.0,685.0,2019/10/01,2020/09/30,Room
Redbridge,775.0,760.0,2019/10/01,2020/09/30,Studio
Redbridge,1030.0,1040.0,2019/10/01,2020/09/30,One Bedroom
Redbridge,1293.0,1275.0,2019/10/01,2020/09/30,Two Bedrooms
Redbridge,1589.0,1600.0,2019/10/01,2020/09/30,Three Bedrooms
Redbridge,2124.0,2000.0,2019/10/01,2020/09/30,Four or more Bedrooms
Redbridge,1311.0,1250.0,2019/10/01,2020/09/30,All categories
Redbridge,757.0,695.0,2020/10/01,2021/09/30,Room
Redbridge,783.0,800.0,2020/10/01,2021/09/30,Studio
Redbridge,1049.0,1050.0,2020/10/01,2021/09/30,One Bedroom
Redbridge,1282.0,1250.0,2020/10/01,2021/09/30,Two Bedrooms
Redbridge,1599.0,1600.0,2020/10/01,2021/09/30,Three Bedrooms
Redbridge,2052.0,1931.0,2020/10/01,2021/09/30,Four or more Bedrooms
Redbridge,1318.0,1250.0,2020/10/01,2021/09/30,All categories
Richmond upon Thames,710.0,677.0,2019/04/01,2020/03/31,Room
Richmond upon Thames,965.0,950.0,2019/04/01,2020/03/31,Studio
Richmond upon Thames,1259.0,1250.0,2019/04/01,2020/03/31,One Bedroom
Richmond upon Thames,1664.0,1600.0,2019/04/01,2020/03/31,Two Bedrooms
Richmond upon Thames,2156.0,1950.0,2019/04/01,2020/03/31,Three Bedrooms
Richmond upon Thames,3924.0,3300.0,2019/04/01,2020/03/31,Four or more Bedrooms
Richmond upon Thames,1835.0,1550.0,2019/04/01,2020/03/31,All categories
Richmond upon Thames,710.0,677.0,2020/04/01,2021/03/31,Room
Richmond upon Thames,940.0,900.0,2020/04/01,2021/03/31,Studio
Richmond upon Thames,1263.0,1250.0,2020/04/01,2021/03/31,One Bedroom
Richmond upon Thames,1675.0,1600.0,2020/04/01,2021/03/31,Two Bedrooms
Richmond upon Thames,2228.0,2000.0,2020/04/01,2021/03/31,Three Bedrooms
Richmond upon Thames,3845.0,3500.0,2020/04/01,2021/03/31,Four or more Bedrooms
Richmond upon Thames,1837.0,1575.0,2020/04/01,2021/03/31,All categories
Richmond upon Thames,691.0,650.0,2021/04/01,2022/03/31,Room
Richmond upon Thames,980.0,950.0,2021/04/01,2022/03/31,Studio
Richmond upon Thames,1252.0,1225.0,2021/04/01,2022/03/31,One Bedroom
Richmond upon Thames,1708.0,1650.0,2021/04/01,2022/03/31,Two Bedrooms
Richmond upon Thames,2320.0,2150.0,2021/04/01,2022/03/31,Three Bedrooms
Richmond upon Thames,3860.0,3675.0,2021/04/01,2022/03/31,Four or more Bedrooms
Richmond upon Thames,1895.0,1600.0,2021/04/01,2022/03/31,All categories
Richmond upon Thames,710.0,677.0,2018/10/01,2019/09/30,Room
Richmond upon Thames,969.0,950.0,2018/10/01,2019/09/30,Studio
Richmond upon Thames,1244.0,1225.0,2018/10/01,2019/09/30,One Bedroom
Richmond upon Thames,1648.0,1595.0,2018/10/01,2019/09/30,Two Bedrooms
Richmond upon Thames,2189.0,1950.0,2018/10/01,2019/09/30,Three Bedrooms
Richmond upon Thames,3792.0,3250.0,2018/10/01,2019/09/30,Four or more Bedrooms
Richmond upon Thames,1857.0,1575.0,2018/10/01,2019/09/30,All categories
Richmond upon Thames,710.0,677.0,2019/10/01,2020/09/30,Room
Richmond upon Thames,983.0,950.0,2019/10/01,2020/09/30,Studio
Richmond upon Thames,1281.0,1250.0,2019/10/01,2020/09/30,One Bedroom
Richmond upon Thames,1692.0,1600.0,2019/10/01,2020/09/30,Two Bedrooms
Richmond upon Thames,2238.0,2000.0,2019/10/01,2020/09/30,Three Bedrooms
Richmond upon Thames,3942.0,3500.0,2019/10/01,2020/09/30,Four or more Bedrooms
Richmond upon Thames,1940.0,1620.0,2019/10/01,2020/09/30,All categories
Richmond upon Thames,730.0,705.0,2020/10/01,2021/09/30,Room
Richmond upon Thames,954.0,918.0,2020/10/01,2021/09/30,Studio
Richmond upon Thames,1253.0,1250.0,2020/10/01,2021/09/30,One Bedroom
Richmond upon Thames,1664.0,1600.0,2020/10/01,2021/09/30,Two Bedrooms
Richmond upon Thames,2126.0,1900.0,2020/10/01,2021/09/30,Three Bedrooms
Richmond upon Thames,3610.0,3313.0,2020/10/01,2021/09/30,Four or more Bedrooms
Richmond upon Thames,1768.0,1550.0,2020/10/01,2021/09/30,All categories
Sutton,566.0,530.0,2019/04/01,2020/03/31,Room
Sutton,775.0,775.0,2019/04/01,2020/03/31,Studio
Sutton,929.0,900.0,2019/04/01,2020/03/31,One Bedroom
Sutton,1187.0,1180.0,2019/04/01,2020/03/31,Two Bedrooms
Sutton,1522.0,1500.0,2019/04/01,2020/03/31,Three Bedrooms
Sutton,1948.0,1895.0,2019/04/01,2020/03/31,Four or more Bedrooms
Sutton,1151.0,1100.0,2019/04/01,2020/03/31,All categories
Sutton,588.0,585.0,2020/04/01,2021/03/31,Room
Sutton,788.0,775.0,2020/04/01,2021/03/31,Studio
Sutton,927.0,925.0,2020/04/01,2021/03/31,One Bedroom
Sutton,1161.0,1150.0,2020/04/01,2021/03/31,Two Bedrooms
Sutton,1500.0,1500.0,2020/04/01,2021/03/31,Three Bedrooms
Sutton,1954.0,1900.0,2020/04/01,2021/03/31,Four or more Bedrooms
Sutton,1143.0,1100.0,2020/04/01,2021/03/31,All categories
Sutton,578.0,563.0,2021/04/01,2022/03/31,Room
Sutton,787.0,795.0,2021/04/01,2022/03/31,Studio
Sutton,939.0,950.0,2021/04/01,2022/03/31,One Bedroom
Sutton,1192.0,1195.0,2021/04/01,2022/03/31,Two Bedrooms
Sutton,1558.0,1550.0,2021/04/01,2022/03/31,Three Bedrooms
Sutton,2079.0,1995.0,2021/04/01,2022/03/31,Four or more Bedrooms
Sutton,1170.0,1100.0,2021/04/01,2022/03/31,All categories
Sutton,559.0,550.0,2018/10/01,2019/09/30,Room
Sutton,741.0,750.0,2018/10/01,2019/09/30,Studio
Sutton,933.0,925.0,2018/10/01,2019/09/30,One Bedroom
Sutton,1194.0,1200.0,2018/10/01,2019/09/30,Two Bedrooms
Sutton,1510.0,1500.0,2018/10/01,2019/09/30,Three Bedrooms
Sutton,1936.0,1800.0,2018/10/01,2019/09/30,Four or more Bedrooms
Sutton,1167.0,1100.0,2018/10/01,2019/09/30,All categories
Sutton,585.0,563.0,2019/10/01,2020/09/30,Room
Sutton,776.0,775.0,2019/10/01,2020/09/30,Studio
Sutton,923.0,925.0,2019/10/01,2020/09/30,One Bedroom
Sutton,1163.0,1150.0,2019/10/01,2020/09/30,Two Bedrooms
Sutton,1498.0,1500.0,2019/10/01,2020/09/30,Three Bedrooms
Sutton,1915.0,1895.0,2019/10/01,2020/09/30,Four or more Bedrooms
Sutton,1133.0,1100.0,2019/10/01,2020/09/30,All categories
Sutton,593.0,575.0,2020/10/01,2021/09/30,Room
Sutton,790.0,785.0,2020/10/01,2021/09/30,Studio
Sutton,928.0,925.0,2020/10/01,2021/09/30,One Bedroom
Sutton,1171.0,1160.0,2020/10/01,2021/09/30,Two Bedrooms
Sutton,1507.0,1500.0,2020/10/01,2021/09/30,Three Bedrooms
Sutton,1974.0,1950.0,2020/10/01,2021/09/30,Four or more Bedrooms
Sutton,1144.0,1100.0,2020/10/01,2021/09/30,All categories
Waltham Forest,594.0,600.0,2019/04/01,2020/03/31,Room
Waltham Forest,828.0,845.0,2019/04/01,2020/03/31,Studio
Waltham Forest,1111.0,1100.0,2019/04/01,2020/03/31,One Bedroom
Waltham Forest,1352.0,1325.0,2019/04/01,2020/03/31,Two Bedrooms
Waltham Forest,1649.0,1650.0,2019/04/01,2020/03/31,Three Bedrooms
Waltham Forest,2058.0,2000.0,2019/04/01,2020/03/31,Four or more Bedrooms
Waltham Forest,1352.0,1300.0,2019/04/01,2020/03/31,All categories
Waltham Forest,688.0,700.0,2020/04/01,2021/03/31,Room
Waltham Forest,847.0,850.0,2020/04/01,2021/03/31,Studio
Waltham Forest,1085.0,1100.0,2020/04/01,2021/03/31,One Bedroom
Waltham Forest,1320.0,1300.0,2020/04/01,2021/03/31,Two Bedrooms
Waltham Forest,1635.0,1600.0,2020/04/01,2021/03/31,Three Bedrooms
Waltham Forest,1992.0,2000.0,2020/04/01,2021/03/31,Four or more Bedrooms
Waltham Forest,1327.0,1250.0,2020/04/01,2021/03/31,All categories
Waltham Forest,653.0,700.0,2021/04/01,2022/03/31,Room
Waltham Forest,826.0,850.0,2021/04/01,2022/03/31,Studio
Waltham Forest,1125.0,1100.0,2021/04/01,2022/03/31,One Bedroom
Waltham Forest,1382.0,1350.0,2021/04/01,2022/03/31,Two Bedrooms
Waltham Forest,1672.0,1650.0,2021/04/01,2022/03/31,Three Bedrooms
Waltham Forest,2025.0,2000.0,2021/04/01,2022/03/31,Four or more Bedrooms
Waltham Forest,1381.0,1300.0,2021/04/01,2022/03/31,All categories
Waltham Forest,579.0,600.0,2018/10/01,2019/09/30,Room
Waltham Forest,813.0,825.0,2018/10/01,2019/09/30,Studio
Waltham Forest,1063.0,1050.0,2018/10/01,2019/09/30,One Bedroom
Waltham Forest,1302.0,1300.0,2018/10/01,2019/09/30,Two Bedrooms
Waltham Forest,1621.0,1610.0,2018/10/01,2019/09/30,Three Bedrooms
Waltham Forest,2033.0,1977.0,2018/10/01,2019/09/30,Four or more Bedrooms
Waltham Forest,1309.0,1250.0,2018/10/01,2019/09/30,All categories
Waltham Forest,615.0,607.0,2019/10/01,2020/09/30,Room
Waltham Forest,827.0,850.0,2019/10/01,2020/09/30,Studio
Waltham Forest,1122.0,1100.0,2019/10/01,2020/09/30,One Bedroom
Waltham Forest,1364.0,1328.0,2019/10/01,2020/09/30,Two Bedrooms
Waltham Forest,1649.0,1650.0,2019/10/01,2020/09/30,Three Bedrooms
Waltham Forest,2026.0,2000.0,2019/10/01,2020/09/30,Four or more Bedrooms
Waltham Forest,1359.0,1300.0,2019/10/01,2020/09/30,All categories
Waltham Forest,673.0,700.0,2020/10/01,2021/09/30,Room
Waltham Forest,835.0,850.0,2020/10/01,2021/09/30,Studio
Waltham Forest,1114.0,1100.0,2020/10/01,2021/09/30,One Bedroom
Waltham Forest,1377.0,1350.0,2020/10/01,2021/09/30,Two Bedrooms
Waltham Forest,1685.0,1650.0,2020/10/01,2021/09/30,Three Bedrooms
Waltham Forest,2016.0,1950.0,2020/10/01,2021/09/30,Four or more Bedrooms
Waltham Forest,1366.0,1300.0,2020/10/01,2021/09/30,All categories
